"plot_names","B2","B3","B4","B5","B6","B7","B8","B8A","B11","B12","dat"
"Südlich_Bauhof_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-14
"Südlich_Bauhof_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-14
"Südlich_Bauhof_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-14
"Südlich_Bauhof_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-14
"Südlich_Deuterweg_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-14
"Südlich_Deuterweg_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-14
"Südlich_Deuterweg_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-14
"Südlich_Deuterweg_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-14
"Südlich_Deuterweg_5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-14
"Südlich_Deuterweg_6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-14
"Südlich_Deuterweg_7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-14
"68-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-14
"68-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-14
"726-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-14
"726-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-14
"734-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-14
"557-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-14
"557-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-14
"219-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-14
"219-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-14
"48-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-14
"48-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-14
"130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-14
"88-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-14
"88-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-14
"303-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-14
"303-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-14
"302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-14
"23-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-14
"23-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-14
"23-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-14
"362",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-14
"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-14
"456-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-14
"456-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-14
"359-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-14
"359-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-14
"359-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-14
"705-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-14
"705-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-14
"705-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-14
"Rb_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-14
"Fe_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-14
"Fe_4_alternative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-14
"Fe_1_alternative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-14
"Fe_2_alternative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-14
"RB1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-14
"RB2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-14
"FE1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-14
"FE2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-14
"FE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-14
"RB1_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-14
"RB2_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-14
"FE1_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-14
"FE2_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-14
"FE3_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-14
"FE4_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-14
"Deuter",0.051,0.0794,0.0777,0.1328,0.2583,0.294,0.3613,0.3357,0.2566,0.1459,2022-04-16
"Gubitzmoos_1",0.0442,0.0756,0.0586,0.1242,0.3019,0.344,0.3721,0.3918,0.2409,0.1248,2022-04-16
"Gubitzmoos_2",0.0391,0.0682,0.0508,0.1186,0.2933,0.3375,0.3601,0.3837,0.2394,0.1196,2022-04-16
"Nördlicher_Deuterweg_1",0.0332,0.0621,0.0459,0.1133,0.2871,0.3346,0.3508,0.3833,0.2183,0.1072,2022-04-16
"Nördlicher_Deuterweg_2",0.039,0.0665,0.0504,0.116,0.2796,0.3264,0.3554,0.3737,0.2184,0.1074,2022-04-16
"Nördlicher_Deuterweg_3",0.0392,0.0676,0.054,0.1186,0.2687,0.3116,0.3348,0.3466,0.2174,0.1097,2022-04-16
"Nördlicher_Deuterweg_4",0.0422,0.0692,0.0592,0.1198,0.2684,0.3073,0.3318,0.3389,0.2184,0.1157,2022-04-16
"Nördlicher_Deuterweg_5",0.0451,0.0748,0.0683,0.1273,0.2638,0.2983,0.3236,0.3367,0.2337,0.1272,2022-04-16
"Nördlicher_Deuterweg_6",0.0476,0.0728,0.071,0.1292,0.2537,0.2849,0.3039,0.3233,0.2426,0.1339,2022-04-16
"Obernschreez_68_Nord",0.0354,0.0691,0.0423,0.1134,0.3292,0.3857,0.4075,0.409,0.1938,0.093,2022-04-16
"Obernschreez_68_Süd",0.0323,0.057,0.0385,0.0994,0.2795,0.327,0.3599,0.3628,0.1892,0.0935,2022-04-16
"Obernschreez_726_Ost",0.0368,0.0667,0.0445,0.1155,0.3262,0.3824,0.4045,0.4132,0.2134,0.1035,2022-04-16
"Obernschreez_726_West",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-16
"Obernschreez_734",0.0404,0.0689,0.0553,0.1216,0.2856,0.3278,0.3485,0.3577,0.218,0.1071,2022-04-16
"Schobertsberg_1",0.0287,0.0521,0.0313,0.0913,0.2779,0.3343,0.3604,0.3743,0.1853,0.0829,2022-04-16
"Schobertsberg_2",0.0306,0.0533,0.0336,0.0958,0.2793,0.3349,0.3479,0.3801,0.1975,0.0886,2022-04-16
"Schobertsberg_3",0.0337,0.059,0.0374,0.0999,0.2922,0.3466,0.3705,0.3896,0.1995,0.0902,2022-04-16
"Schobertsberg_4",0.0279,0.0502,0.0291,0.0877,0.2949,0.3673,0.3912,0.4097,0.1739,0.0729,2022-04-16
"Schobertsberg_5",0.0264,0.0507,0.0301,0.0916,0.2931,0.3622,0.3817,0.4068,0.1799,0.0777,2022-04-16
"Südlich_Bauhof_1",0.0347,0.0644,0.0434,0.1129,0.3086,0.3573,0.3694,0.3903,0.1999,0.0954,2022-04-16
"Südlich_Bauhof_2",0.0424,0.0674,0.0595,0.1226,0.2709,0.3076,0.321,0.3435,0.2209,0.1116,2022-04-16
"Südlich_Bauhof_3",0.0412,0.0738,0.0578,0.1266,0.3233,0.3707,0.3808,0.4096,0.238,0.115,2022-04-16
"Südlich_Bauhof_4",0.0425,0.0718,0.0587,0.1232,0.2728,0.3108,0.3217,0.3446,0.2229,0.1154,2022-04-16
"Südlich_Deuterweg_1",0.0447,0.0726,0.0662,0.1205,0.2699,0.3173,0.3202,0.3481,0.2409,0.1271,2022-04-16
"Südlich_Deuterweg_2",0.0445,0.0695,0.061,0.1233,0.2496,0.2863,0.2973,0.3202,0.2385,0.1309,2022-04-16
"Südlich_Deuterweg_3",0.0426,0.0698,0.0605,0.1213,0.2566,0.2967,0.32,0.3281,0.2342,0.1246,2022-04-16
"Südlich_Deuterweg_4",0.0473,0.0767,0.0667,0.1221,0.2748,0.3153,0.3304,0.3479,0.2268,0.1169,2022-04-16
"Südlich_Deuterweg_5",0.0405,0.0634,0.0538,0.1137,0.2585,0.2965,0.3111,0.3337,0.217,0.112,2022-04-16
"Südlich_Deuterweg_6",0.0389,0.0654,0.0537,0.1168,0.2794,0.3273,0.3389,0.3606,0.2164,0.1099,2022-04-16
"Südlich_Deuterweg_7",0.0437,0.0698,0.0577,0.1159,0.2655,0.3007,0.3126,0.3344,0.2114,0.1096,2022-04-16
"68-2",0.0317,0.0553,0.0349,0.0971,0.2995,0.3543,0.3797,0.3966,0.1878,0.0863,2022-04-16
"68-1",0.0323,0.0553,0.0353,0.0938,0.2901,0.3427,0.3681,0.3785,0.1853,0.0857,2022-04-16
"726-1",0.0331,0.0648,0.0417,0.1089,0.3334,0.3887,0.4081,0.4187,0.1985,0.0905,2022-04-16
"726-2",0.0311,0.0591,0.032,0.0969,0.3274,0.3925,0.4198,0.4236,0.1734,0.0786,2022-04-16
"734-1",0.0418,0.0708,0.061,0.1204,0.2855,0.3294,0.3433,0.357,0.2202,0.1121,2022-04-16
"557-1",0.0357,0.0674,0.0408,0.1186,0.3958,0.4584,0.4684,0.4864,0.2023,0.0895,2022-04-16
"557-2",0.0329,0.0628,0.0359,0.103,0.3351,0.3936,0.4295,0.4262,0.1801,0.0761,2022-04-16
"219-2",0.0325,0.0615,0.0399,0.1054,0.3069,0.355,0.3564,0.3838,0.19,0.0884,2022-04-16
"219-1",0.0291,0.0617,0.0342,0.1087,0.3448,0.3974,0.4131,0.4308,0.1906,0.0841,2022-04-16
"48-2",0.0362,0.0632,0.0477,0.109,0.2831,0.3191,0.3474,0.3621,0.213,0.1085,2022-04-16
"48-1",0.0371,0.0636,0.0506,0.1172,0.2563,0.3007,0.335,0.3212,0.2105,0.1133,2022-04-16
"130",0.0497,0.0771,0.0752,0.1316,0.2804,0.323,0.3465,0.3634,0.2611,0.1438,2022-04-16
"88-2",0.0402,0.0677,0.0606,0.1182,0.2516,0.2828,0.3101,0.3173,0.2219,0.1181,2022-04-16
"88-1",0.0489,0.0776,0.0752,0.1254,0.2671,0.302,0.316,0.3418,0.2398,0.1323,2022-04-16
"303-2",0.0342,0.0598,0.034,0.1042,0.3104,0.3617,0.3887,0.3989,0.1901,0.0857,2022-04-16
"303-1",0.0327,0.0619,0.0374,0.1027,0.3024,0.3541,0.3767,0.3881,0.1979,0.0965,2022-04-16
"302",0.044,0.0707,0.0668,0.1263,0.2519,0.286,0.31,0.3151,0.2465,0.1445,2022-04-16
"23-1",0.0424,0.0716,0.0618,0.1226,0.2753,0.3204,0.3322,0.3502,0.2269,0.119,2022-04-16
"23-2",0.0375,0.0636,0.0508,0.116,0.2782,0.3292,0.3587,0.3647,0.2299,0.116,2022-04-16
"23-3",0.0311,0.0582,0.0356,0.1014,0.2927,0.354,0.3759,0.394,0.2042,0.0921,2022-04-16
"362",0.0437,0.0694,0.0593,0.1244,0.2767,0.3161,0.3327,0.3527,0.2197,0.1121,2022-04-16
"17",0.0494,0.078,0.0749,0.1317,0.2639,0.2942,0.3145,0.3309,0.2367,0.13,2022-04-16
"456-2",0.0316,0.0566,0.0358,0.0996,0.2985,0.3559,0.3732,0.3907,0.1901,0.0871,2022-04-16
"456-1",0.0321,0.0586,0.0388,0.1058,0.2879,0.3388,0.3622,0.374,0.2007,0.0921,2022-04-16
"359-1",0.0322,0.0569,0.0375,0.0958,0.2765,0.3366,0.3707,0.3761,0.2032,0.0949,2022-04-16
"359-2",0.0306,0.0539,0.0332,0.0915,0.2762,0.342,0.3689,0.3752,0.191,0.0878,2022-04-16
"359-3",0.0315,0.0556,0.0382,0.0939,0.2792,0.3397,0.3593,0.3819,0.2044,0.0967,2022-04-16
"705-2",0.0279,0.0503,0.0286,0.0877,0.2993,0.3788,0.405,0.4276,0.1747,0.0735,2022-04-16
"705-3",0.0338,0.0596,0.0387,0.1022,0.2993,0.3661,0.3819,0.4065,0.1978,0.0901,2022-04-16
"705-1",0.0267,0.0491,0.0278,0.0874,0.3085,0.3899,0.4046,0.4306,0.1739,0.0727,2022-04-16
"Rb_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-16
"Fe_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-16
"Fe_4_alternative",0.0349,0.0479,0.0573,0.101,0.1572,0.167,0.1805,0.213,0.2355,0.1492,2022-04-16
"Fe_1_alternative",0.0379,0.0541,0.061,0.0906,0.1716,0.1972,0.1762,0.2118,0.1404,0.0929,2022-04-16
"Fe_2_alternative",0.0563,0.079,0.081,0.1323,0.2396,0.2669,0.2965,0.3074,0.2565,0.1537,2022-04-16
"RB1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-16
"RB2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-16
"FE1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-16
"FE2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-16
"FE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-16
"RB1_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-16
"RB2_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-16
"FE1_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-16
"FE2_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-16
"FE3_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-16
"FE4_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-16
"Deuter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-06
"Gubitzmoos_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-06
"Gubitzmoos_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-06
"Nördlicher_Deuterweg_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-06
"Nördlicher_Deuterweg_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-06
"Nördlicher_Deuterweg_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-06
"Nördlicher_Deuterweg_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-06
"Nördlicher_Deuterweg_5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-06
"Nördlicher_Deuterweg_6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-06
"Obernschreez_68_Nord",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-06
"Obernschreez_68_Süd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-06
"Obernschreez_726_Ost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-06
"Obernschreez_726_West",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-06
"Obernschreez_734",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-06
"Schobertsberg_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-06
"Schobertsberg_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-06
"Schobertsberg_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-06
"Schobertsberg_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-06
"Schobertsberg_5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-06
"Südlich_Bauhof_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-06
"Südlich_Bauhof_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-06
"Südlich_Bauhof_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-06
"Südlich_Bauhof_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-06
"Südlich_Deuterweg_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-06
"Südlich_Deuterweg_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-06
"Südlich_Deuterweg_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-06
"Südlich_Deuterweg_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-06
"Südlich_Deuterweg_5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-06
"Südlich_Deuterweg_6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-06
"Südlich_Deuterweg_7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-06
"68-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-06
"68-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-06
"726-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-06
"726-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-06
"734-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-06
"557-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-06
"557-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-06
"219-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-06
"219-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-06
"48-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-06
"48-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-06
"130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-06
"88-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-06
"88-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-06
"303-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-06
"303-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-06
"302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-06
"23-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-06
"23-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-06
"23-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-06
"362",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-06
"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-06
"456-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-06
"456-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-06
"359-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-06
"359-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-06
"359-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-06
"705-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-06
"705-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-06
"705-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-06
"Rb_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-06
"Fe_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-06
"Fe_4_alternative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-06
"Fe_1_alternative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-06
"Fe_2_alternative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-06
"RB1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-06
"RB2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-06
"FE1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-06
"FE2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-06
"FE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-06
"RB1_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-06
"RB2_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-06
"FE1_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-06
"FE2_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-06
"FE3_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-06
"FE4_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-06
"Deuter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-08
"Gubitzmoos_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-08
"Gubitzmoos_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-08
"Nördlicher_Deuterweg_1",0,0.0299,0,0.0761,0.389,0.4709,0.4959,0.5098,0.1647,0.0606,2022-05-08
"Nördlicher_Deuterweg_2",0,0.0326,0,0.0784,0.3743,0.4639,0.4776,0.5043,0.1698,0.0646,2022-05-08
"Nördlicher_Deuterweg_3",0,0.03,0,0.079,0.3403,0.4161,0.4358,0.4534,0.1668,0.0672,2022-05-08
"Nördlicher_Deuterweg_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-08
"Nördlicher_Deuterweg_5",0,0.0298,0,0.0833,0.3287,0.3959,0.4084,0.4358,0.1907,0.0775,2022-05-08
"Nördlicher_Deuterweg_6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-08
"Obernschreez_68_Nord",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-08
"Obernschreez_68_Süd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-08
"Obernschreez_726_Ost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-08
"Obernschreez_726_West",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-08
"Obernschreez_734",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-08
"Schobertsberg_1",0,0.0146,0,0.0555,0.3735,0.4773,0.5008,0.5246,0.1299,0.0455,2022-05-08
"Schobertsberg_2",0,0.0159,0,0.0596,0.3639,0.4624,0.4658,0.5026,0.1361,0.0474,2022-05-08
"Schobertsberg_3",0,0.0195,0,0.0579,0.364,0.4632,0.4679,0.5021,0.1419,0.0516,2022-05-08
"Schobertsberg_4",0,0.0113,0,0.0391,0.3445,0.4719,0.4862,0.518,0.1271,0.0448,2022-05-08
"Schobertsberg_5",0,0.0111,0,0.0422,0.339,0.4551,0.4715,0.5029,0.1283,0.0452,2022-05-08
"Südlich_Bauhof_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-08
"Südlich_Bauhof_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-08
"Südlich_Bauhof_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-08
"Südlich_Bauhof_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-08
"Südlich_Deuterweg_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-08
"Südlich_Deuterweg_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-08
"Südlich_Deuterweg_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-08
"Südlich_Deuterweg_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-08
"Südlich_Deuterweg_5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-08
"Südlich_Deuterweg_6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-08
"Südlich_Deuterweg_7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-08
"68-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-08
"68-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-08
"726-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-08
"726-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-08
"734-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-08
"557-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-08
"557-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-08
"219-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-08
"219-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-08
"48-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-08
"48-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-08
"130",0,0.0305,0,0.0924,0.3942,0.4771,0.4882,0.5282,0.2134,0.0899,2022-05-08
"88-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-08
"88-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-08
"303-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-08
"303-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-08
"302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-08
"23-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-08
"23-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-08
"23-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-08
"362",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-08
"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-08
"456-2",0,0.0209,0,0.0623,0.3827,0.4951,0.5112,0.5393,0.1442,0.0532,2022-05-08
"456-1",0,0.0263,0,0.0692,0.4024,0.5061,0.5237,0.5474,0.1524,0.0544,2022-05-08
"359-1",0,0.0129,0,0.0406,0.3528,0.4724,0.4824,0.5107,0.1373,0.0511,2022-05-08
"359-2",0,0.0064,0,0.0329,0.3318,0.4754,0.4938,0.5159,0.1315,0.0488,2022-05-08
"359-3",0,0.0074,0,0.0394,0.3367,0.4587,0.4791,0.5124,0.1314,0.0486,2022-05-08
"705-2",0,0.0083,0,0.0358,0.337,0.4681,0.49,0.5213,0.126,0.0426,2022-05-08
"705-3",0,0.0165,0,0.0484,0.3265,0.4394,0.4366,0.4767,0.1427,0.0508,2022-05-08
"705-1",0,0.0127,0,0.0397,0.34,0.4791,0.4917,0.5291,0.1225,0.0421,2022-05-08
"Rb_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-08
"Fe_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-08
"Fe_4_alternative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-08
"Fe_1_alternative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-08
"Fe_2_alternative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-08
